"activity_subset","percentile","value","strategy","strategyLabel","strategyGroup","strategyType"
NA,0.1,5.71206204278295,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.11,6.6068867537237,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.12,7.52035674216555,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.13,8.46114118658859,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.14,9.3342140568463,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.15,10.1931995827811,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.16,11.0317073329428,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.17,11.8426820392337,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.18,12.6379785695047,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.19,13.4044144046578,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.2,14.1603594002363,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.21,14.910181755364,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.22,15.6186824864643,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.23,16.3003086262164,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.24,16.9185207392277,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.25,17.5510651846515,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.26,18.1512728947842,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.27,18.7323679577008,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.28,19.2898987817847,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.29,19.8732816846858,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.3,20.4587399784266,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.31,21.0170924822913,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.32,21.5969387707426,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.33,22.19466212575,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.34,22.7924601559424,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.35,23.3944309998011,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.36,24.0388983851092,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.37,24.6268668675235,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.38,25.2927608029967,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.39,25.9537779761348,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.4,26.6469572564205,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.41,27.3766146739494,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.42,28.1842678876494,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.43,29.0389517415777,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.44,29.960624537501,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.45,30.9124703371069,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.46,31.8427924869138,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.47,32.8404495730353,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.48,33.858181359683,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.49,34.8944343064682,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.5,35.9311390634848,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.51,37.0321415587626,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.52,38.1793723066611,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.53,39.3137315478799,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.54,40.4191707271277,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.55,41.550335439757,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.56,42.6306533523757,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.57,43.7551259093677,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.58,44.8731503883394,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.59,45.9877213047659,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.6,47.0708959354655,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.61,48.0990818872378,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.62,49.2765390038436,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.63,50.3105944070995,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.64,51.3533420616844,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.65,52.4374244824006,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.66,53.4674066226302,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.67,54.5101909009601,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.68,55.5510391387608,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.69,56.5949762128113,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.7,57.5876051272026,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.71,58.5415555833604,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.72,59.6080213073478,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.73,60.6145396074743,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.74,61.6240125327082,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.75,62.6423256184316,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.76,63.646577161661,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.77,64.6327410539726,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.78,65.628854423245,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.79,66.5611895741875,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.8,67.5450741095056,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.81,68.4730951359415,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.82,69.3870334722027,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.83,70.3909094584885,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.84,71.3108959918847,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.85,72.2621129655627,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.86,73.2034010779762,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.87,74.1777880866499,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.88,75.1673907759931,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.89,76.161497273138,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.9,77.1658568319044,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.91,78.2271828213486,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.92,79.3073643076647,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.93,80.4435112766887,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.94,81.7172260075958,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.95,83.1663705358573,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.96,84.8217990790059,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.97,86.7638494935502,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.98,89.2557361553936,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.99,92.8392174891726,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,1,99.9767265540977,"enhanced_recovery_breast","Enhanced recovery (breast surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0,0.000243941440851714,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.01,0.838302104120312,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.02,1.49257516852077,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.03,2.12019173073855,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.04,2.68219803438708,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.05,3.18979705297767,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.06,3.64756157923221,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.07,4.06470973217215,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.08,4.47048860742836,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.09,4.86998263048177,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.1,5.27371488990675,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.11,5.65484160030085,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.12,5.99896637262729,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.13,6.34998698729385,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.14,6.70370753765073,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.15,7.03590994014949,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.16,7.35510153349495,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.17,7.66649529499462,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.18,7.98153828890472,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.19,8.29405430984279,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.2,8.61159914328253,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.21,8.93834067956612,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.22,9.25755213372815,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.23,9.57942535147223,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.24,9.90473527392561,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.25,10.2265709537042,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.26,10.5452416853052,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.27,10.8613479618074,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.28,11.1819354892969,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.29,11.4957578986422,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.3,11.8200249460806,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.31,12.1374948214417,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.32,12.4441797840937,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.33,12.765096176173,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.34,13.0965773205538,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.35,13.4335075103215,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.36,13.7703328979109,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.37,14.1085617861442,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.38,14.4374600438144,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.39,14.7835655628519,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.4,15.1281018450629,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.41,15.4934118417725,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.42,15.8359606997636,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.43,16.198930415812,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.44,16.5421052776347,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.45,16.876633732511,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.46,17.2322253430996,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.47,17.594094784961,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.48,17.9811126772214,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.49,18.3488135893392,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.5,18.7212605051024,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.51,19.1255641314194,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.52,19.5128870955454,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.53,19.9024495374679,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.54,20.2846474543343,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.55,20.6939072601305,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.56,21.1331769856005,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.57,21.5571724699707,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.58,22.0010351363541,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.59,22.4634726675863,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.6,22.9049985279526,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.61,23.37469279236,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.62,23.8614203347854,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.63,24.3519666342655,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.64,24.8364353345174,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.65,25.3371938338298,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.66,25.8753790603755,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.67,26.4287678061087,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.68,27.0090454615744,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.69,27.6007689975865,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.7,28.2306811164859,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.71,28.8575973366843,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.72,29.5179299547482,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.73,30.1926400509894,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.74,30.8900376849504,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.75,31.6451748379368,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.76,32.4112497530524,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.77,33.2804513957886,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.78,34.1548713160935,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.79,35.0954441678618,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.8,36.0917947123149,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.81,37.0690956241438,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.82,38.1000022485828,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.83,39.2083800463835,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.84,40.3977644979116,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.85,41.6415210047067,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.86,43.012774087355,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.87,44.4746323846369,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.88,46.0147567385457,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.89,47.5773433599326,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.9,49.4048336131504,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.91,51.2973068283538,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.92,53.4923021169083,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.93,55.8888395697169,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.94,58.6420524977246,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.95,61.6881648675929,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.96,65.2203620990571,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.97,69.705729117235,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.98,75.3032969364993,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0.99,83.5320651318899,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,1,99.9794847423229,"enhanced_recovery_colectomy","Enhanced recovery (colectomy)","Planned surgical activity (adult)","length of stay reduction"
NA,0,0.00166137872449923,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.01,2.90738463352687,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.02,3.88533306443636,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.03,4.43364175512357,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.04,4.82209665104507,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.05,5.18272144811553,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.06,5.50613697765196,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.07,5.82757927842854,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.08,6.17222955877921,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.09,6.55424742637009,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.1,7.06974010676299,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.11,7.91301825704554,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.12,9.31588776657218,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.13,10.7125934727078,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.14,12.0008091020699,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.15,13.3058578217457,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.16,14.5175296893086,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
NA,0.17,15.6971996530269,"enhanced_recovery_hip","Enhanced recovery (hip surgery)","Planned surgical activity (adult)","length of stay reduction"
