email,expertLabel,timestamp,which_phase,strategy,strategyLabel,strategyType,strategyGroup,exclude,range,lo,hi,comments_lo,comments_hi
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T14:02:33Z,2,followup_reduction-adult_non-surgical,Follow-up attendances (adult surgical),outpatient attendance avoidance,Planned surgical activity (adult),0,61,10,71,General information leaflets/letters,"Patient education to inform them that follow up appointments can be reduced or eliminated safely. 
Ensuring patient/GP letters are sent swiftly so that any discharge/follow up treatment so that  there is no ambiguity over the next steps.
Potential to use video information for patients to access - could be an automated process linked to patient diagnosis.
Use of chatbots/AI for patients to access for queries.
All information 'personalised' to patients rather than a general info letter."
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-07T10:06:36Z,2,left_before_treatment-adult_ambulance,Patients who leave before being seen (adult ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,62,10,72,"lack of Swift treatment
Bed pressures","Deflection to other services
Treatment in ambulance  
Availability of drug & alcohol services
Mental health worker available
Resolution of issue
Notification of long waiting times
Sobered up"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-07T10:08:22Z,2,left_before_treatment-child_walk-in,Patients who leave before being seen (child walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,62,15,77,Waiting times,"Deflection to other services
Advice at triage  
Availability of drug & alcohol services
Mental health worker available
Resolution of issue
Notification of long waiting times
Sobered up"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:52:09Z,2,enhanced_recovery_bladder,Enhanced recovery (bladder surgery),length of stay reduction,Planned surgical activity (adult),0,63,13,76,Lack of community support  for patient recovery,"Enhanced community support for patients 
Assurance of good pain relief"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:57:37Z,2,evidence_based_interventions_ent,Interventions with limited evidence - ENT,inpatient admission avoidance,Planned surgical activity (adult),0,63,25,88,"Patient pressure for a solution 
Variation in areas which offer these interventions
Pathway design is not strong enough to deter referrals
Primary Care do not manage referrals correctly
Public education not strong enough to communicate why these interventions are often unnecassary","Excellent public education
Strong pathway design
Removal of regional variation"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:47:32Z,2,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,length of stay reduction,Planned surgical activity (adult),0,65,15,80, Current out patient facilities are often cramped and little opportunity to change the area of 'flow' for out patient procedures,"better out patient facilities to provide a better patient flow - patient prep - procedure- short term recovery waiting area
Increased use of local anaesthesia to avoid complications
"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:53:22Z,2,enhanced_recovery_hip,Enhanced recovery (hip surgery),length of stay reduction,Planned surgical activity (adult),0,65,15,80,Lack of community support  for patient recovery,"Increased use of spinal anaesthesia with swifter recovery periods for affects
Swifter access to any post op  imaging to ensure confidence for discharge
Swifter mobility assistant post op
Assurance of good pain relief
Enhanced community support  for patient recovery"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:57:52Z,2,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,inpatient admission avoidance,Planned surgical activity (adult),0,65,20,85,"Patient perception that surgery is the best  intervention or treatment
Poor pathway design
Limited access to non surgical interventions
Regional variation ","Reduction of regional variations
Strong pathway design"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:58:55Z,2,evidence_based_interventions_gi_surgical,Interventions with limited evidence - GI surgery,inpatient admission avoidance,Planned surgical activity (adult),0,65,10,75,"Poor pathway design
Cancer concerns by both patients and GP's
","Good pathway design
Improved communication to educate patients and staff on good results"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:59:21Z,2,evidence_based_interventions_msk,Interventions with limited evidence - MSK,inpatient admission avoidance,Planned surgical activity (adult),0,65,20,85,"Patient perception that surgery is the best  intervention or treatment
Patient pressure
Poor pathway design
Limited access to non surgical interventions
Regional variation in referral acceptance","Good pathway design
Access to services such as Physiotherapy and pain management
Public education
Lifestyle management "
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T14:03:00Z,2,evidence_based_interventions_vasuclar_varicose_veins,Interventions with limited evidence - Vascular,inpatient admission avoidance,Planned surgical activity (adult),0,66,26,92,"Patient perception that surgery is the best  intervention or treatment
Patient pressure
Poor pathway design
Limited access to non surgical interventions
Regional variation in referral acceptance","Excellent pathway design
Lifestyle advice"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-07T10:09:17Z,2,low_cost_discharged-adult_ambulance,Low cost discharged attendances (adult ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,66,11,77,"Reduced access to urgent Primary Care appointments or advice
Reduced access to 'walk in' services
Minor injuries units often have restricted hours
Patients see an ambulance call is the quickest way to achieve treatment","Access to Primary Care advice on the day required.  
Access to 'walk in' clinics 
More public education regarding appropriateness of A&E usage.
Divergence to non A&E services, Primary Care, Drug, Alcohol, Mental Heath services  "
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:47:09Z,2,bads_daycase_occasional,Elective surgery - recommended occasional day case,length of stay reduction,Planned surgical activity (adult),0,67,16,83,Often seen as 'easier' to admit a patient,Better pre op procedures to identify where increased community support could help 
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:57:22Z,2,enhanced_recovery_rectum,Enhanced recovery (rectal surgery),length of stay reduction,Planned surgical activity (adult),0,67,11,78,"Potential complexity of procedure
Patient confidence
lack of community support  for patient recovery","Excellent patient information and assurance they have emergency contact  numbers
Adequate pain relief and bowel information
Enhanced community support  for patient recovery"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:54:48Z,2,enhanced_recovery_prostate,Enhanced recovery (prostate surgery),length of stay reduction,Planned surgical activity (adult),0,69,11,80,lack of  community support  for patient recovery,"Enhanced community support  for patient recovery
Assurance of good pain relief"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:52:34Z,2,enhanced_recovery_breast,Enhanced recovery (breast surgery),length of stay reduction,Planned surgical activity (adult),0,71,5,76,Lack of community support  for patient recovery,"enhanced of community support  for patient recovery
Assurance of good pain relief"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:52:55Z,2,enhanced_recovery_colectomy,Enhanced recovery (colectomy),length of stay reduction,Planned surgical activity (adult),0,74,5,79,"Lack of community support  for patient recovery
Complexity of procedures","enhanced community support  for patient recovery
Assurance of good pain relief"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:54:04Z,2,enhanced_recovery_hysterectomy,Enhanced recovery (hysterectomy),length of stay reduction,Planned surgical activity (adult),0,74,10,84,lack of community support for patients,"Assurance of good pain relief
Increased community support for patients
"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T08:08:37Z,2,bads_daycase,Elective surgery - recommended mainly day case,length of stay reduction,Planned surgical activity (adult),0,80,10,90,"Confidence that the procedure can be managed safely as a day case
Lack of available research on potential new days case procedures
Patient confidence
Data available to patients on areas such as reduced infection rates, waiting times etc 
Inadequate convalescing facilities in patients own homes ","Good research on day case safety in give confidence that more complex procedures can be managed and therefore there could be a culture shift.
Increased community support for those patients who may not have adequate support in their own home - for example patients sometimes do not have the availability to have another adult with them for 24 hours.  Could monitoring be achieved remotely using technology?"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-07T10:08:07Z,2,left_before_treatment-child_ambulance,Patients who leave before being seen (child ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,80,9,89,Waiting times,"Deflection to other services such as GP or health visitor 
Advice at triage  
Availability of drug & alcohol services
Mental health worker available
Resolution of issue
Notification of long waiting times
Sobered up"
eI7EFzSmN6QI69pQGzFp3DGKxd9PVq7wtYaKumfbOZE=,e16,2023-11-06T13:59:50Z,2,evidence_based_interventions_urology,Interventions with limited evidence - Urology,inpatient admission avoidance,Planned surgical activity (adult),0,86,5,91,"Poor pathway design
Limited access to other diagnostics
Regional variation in referral acceptance","Good pathway design
Reduction in regional variation"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:31:32Z,2,ambulatory_emergency_care_high,Ambulatory emergency care (high potential),length of stay reduction,Emergency department and acute medicine activity,0,1,0,1,Current policy is to seek to dramatically increase ambulatory care pathways. Lack of resource around IT and diagnostics and lack of community support can be limiting but even without those factors the change is likely to be an increase.  ,I cannot see a scenario where ambulatory care reduces unless there is a fundamental shift to requiring overnight admission which is not evidence based and seems phenomenally unlikely. Only if the population no longer needs urgent interventions at all would this decrease and any measure to achieve that is likely to be dwarfed by the shift towards ambulatory care management of conditions which formerly required inpatient assessment.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:03:15Z,2,frail_elderly-high,Frail elderly admissions (high frailty risk),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,1,0,1,There is no reason to think this metric will decrease. Where is the option to estimate how much it will increase by?,"It would be a miracle if this metric was lower in 20 years than it is now.
Advance planning, joined up assessments with good data sharing across the whole system with responsive, effective, fully staffed community services will slow the tide but as we survive conditions more we are alive longer to be more frail.
Only a fundamental shift in societal expectation away from admission to hospital and to more realistic assessment, planning and intervention delivered in good time could change that.  The current system is going in the opposite direction."
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:32:02Z,2,ambulatory_emergency_care_moderate,Ambulatory emergency care (moderate potential),length of stay reduction,Emergency department and acute medicine activity,0,10,0,10,It is policy to increase this group. I am mystified as to why there is any expectation it will decrease.,
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:03:58Z,2,frail_elderly-intermediate,Frail elderly admissions (intermediate frailty risk),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,10,0,10,There is no reason to think this metric will decrease. ,"Advance planning, joined up assessments with good data sharing across the whole system with responsive, effective, fully staffed community services will slow the tide but as we survive conditions more we are alive longer to be more frail.
Only a fundamental shift in societal expectation away from admission to hospital and to more realistic assessment, planning and intervention delivered in good time could change that.  The current system is going in the opposite direction."
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:31:53Z,2,ambulatory_emergency_care_low,Ambulatory emergency care (low potential),length of stay reduction,Emergency department and acute medicine activity,0,20,0,20,,"it is possible for some conditions (especially those in this group of low potential for ambulatory care) that further evidence will emerge that it is a less effective method of managing patients, or that the resource required is greater than conventional inpatient management."
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:01:29Z,2,followup_reduction-child_surgical,Follow-up attendances (child non-surgical),outpatient attendance avoidance,Planned paediatric activity,0,28,0,28,,"Effective remote monitoring, tolerance of risk, PIFU"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:01:00Z,2,followup_reduction-adult_surgical,Follow-up attendances (adult non-surgical),outpatient attendance avoidance,Planned medical activity (adult),0,34,11,45,,"Effective remote monitoring, tolerance of risk, PIFU"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:00:37Z,2,followup_reduction-adult_non-surgical,Follow-up attendances (adult surgical),outpatient attendance avoidance,Planned surgical activity (adult),0,39,0,39,,"Effective remote monitoring, tolerance of risk, PIFU"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:01:19Z,2,followup_reduction-child_non-surgical,Follow-up attendances (child surgical),outpatient attendance avoidance,Planned paediatric activity,0,44,0,44,,"Effective remote monitoring, tolerance of risk, PIFU"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:13:24Z,2,raid_ip,Admissions with mental health comorbidities,length of stay reduction,Hospital activity ameanable to psychiatric liaison and community psychiatry,0,46,20,66,"I don't have in mind how this trend compares to admissions without coded mental health comorbidity and could better predict the difference than the overall number which is two variables in one.
Resource limitations and lack of real prioritisation are the major barriers. Recognition is often poor or delayed but that  is in part driven by lack of service even when needed.","Overall change in LoS for the whole population - good virtual monitoring and diagnostics, good community services and social support/social care.

For this group in particular a reversal in the lack of investment in mental health services, primary and secondary prevention and public health interventions in relation to mental health."
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:14:21Z,2,tele_conversion-child_surgical,Telephone appointments (child non-surgical),outpatient delivery mode,Planned paediatric activity,0,48,23,71,,
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:11:12Z,2,medicines_related_admissions_explicit,Medicines related admissions (explicit),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,51,0,51,"increased fragmentation of assessment and prescribing multiple practitioners each using different assessment tools and lack of information sharing.
","
Good information sharing, coded data, AI tools, 
Willingness to accept risk. clear evidence based decision making"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:44:30Z,2,consultant_to_consultant_referrals-adult_surgical,Consultant to consultant referrals (adult non-surgical),outpatient attendance avoidance,Planned medical activity (adult),0,52,0,52,With increasing sub specialisation and increasing tendency for referral to a service to be taken as to do a test and declare if it is normal or not I think this is likely to increase.,"Reversal of trend towards specialisation,
Increased tolerance of risk"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:12:04Z,2,medicines_related_admissions_implicit_benzodiasepines,Medicines related admissions (implicit - benzodiazepines),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,52,0,52,"Lack of time and resource for possibly effective interventions

increased fragmentation of assessment and prescribing multiple practitioners each using different assessment tools and lack of information sharing.
","Policy change and prioritisation of stopping benzos and resource to do that safely

Good information sharing, coded data, AI tools, 
"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:44:07Z,2,consultant_to_consultant_referrals-adult_non-surgical,Consultant to consultant referrals (adult surgical),outpatient attendance avoidance,Planned surgical activity (adult),0,54,0,54,With increasing sub specialisation and increasing tendency for referral to a service to be taken as to do a test and declare if it is normal or not I think this is likely to increase.,"Reversal of trend towards specialisation,
Increased tolerance of risk
"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:33:57Z,2,bads_daycase,Elective surgery - recommended mainly day case,length of stay reduction,Planned surgical activity (adult),0,55,15,70,"changes in patient expectation or societal risk behaviour, worsening social support, increased comorbidities and performing greater numbers of these procedures on patients who would previously have been considered unfit.","better remote monitoring and community services
Reduction in surgical complications"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:47:16Z,2,enhanced_recovery_hip,Enhanced recovery (hip surgery),length of stay reduction,Planned surgical activity (adult),0,55,30,85,"lack of rehab services or joined up community services - eg physio only 9-5,  5/7 not 24/7/365.  (this is a general point not just for procedures on the hip.)",Well developed remote monitoring and routes of re escalation
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:50:03Z,2,eol_care-3+_days,End of life care admissions (died within 3-14 days),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,55,20,75,"Heightened perception of risk, fragmented immediate response services without access to prior planning.","Advance planning, effective community services, good information sharing"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:14:09Z,2,tele_conversion-adult_surgical,Telephone appointments (adult non-surgical),outpatient delivery mode,Planned medical activity (adult),0,55,21,76,,
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:49:51Z,2,eol_care-0-2_days,End of life care admissions (died within 2 days),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,57,33,90,"Heightened perception of risk, fragmented immediate response services without access to prior planning.
","Advance planning, effective community services, good information sharing"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:12:18Z,2,medicines_related_admissions_implicit_diurectics,Medicines related admissions (implicit - diuretics),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,59,0,59,"increased fragmentation of assessment and prescribing multiple practitioners each using different assessment tools and lack of information sharing.
",Shift away from using them or some new marker that determines dose optimisation that is less dependent on subjective assessment.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:25:45Z,2,alcohol_partially_attributable-chronic,Alcohol related admissions (chronic conditions - partially attributable),inpatient admission avoidance,Hospital activity amenable to public health interventions,0,60,0,60,unlikely to decrease at least in near future,"generational shift in attitudes to alcohol 
social policy and public health
By definition there will be a long lead time for any interventions to affect such chronic conditions."
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:46:08Z,2,enhanced_recovery_bladder,Enhanced recovery (bladder surgery),length of stay reduction,Planned surgical activity (adult),0,60,20,80,,well developed virtual monitoring and support with easy re-escalation.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:13:07Z,2,obesity_related_admissions,Obesity related admissions,inpatient admission avoidance,Hospital activity amenable to public health interventions,0,60,0,60,Isn't the population getting bigger - why would this go down?,Strong public health and policy measures. Even with that the population has grown so much already the die may be cast and it may be more about preventing an increase.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:13:29Z,2,readmission_within_28_days,Emergency readmissions within 28 days,inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,60,0,60,"This is the natural effect of wanting to drive down admissions and have shorter stays in the first place.  It has to be accepted that decisions will not all be the best possible when viewed in hindsight. 
","Keeping people in hospital, avoiding risk, perhaps better predictive tools with AI etc"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:10:09Z,2,medically_unexplained_related_admissions,Medically unexplained symptoms admissions,inpatient admission avoidance,Hospital activity ameanable to psychiatric liaison and community psychiatry,0,61,0,61,,Changes to coding practice
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:13:13Z,2,preop_los,Elective spells with overnight stay before surgery,length of stay reduction,Planned surgical activity (adult),0,61,24,85,"breakdown in ""pre hab"", primary care or social care services leading to a need for more optimisation immediately before each procedure.  

Moving to elective hubs with less support might make this more likely. At present patients felt unsuitable or marginal are just not listed there but if the push to go to elective hubs gets stronger then this might be an unintended consequence.
There is presumably also a demographic effect which will be modelled elsewhere.

Combining procedures or data coding several sequential procedures would also have this effect on the data - as patients would already be in hospital ","remote monitoring, seamless dovetailing with community services, effective disease monitoring, improved public health,
Occasional medications which can currently only be given in hospital may drive some of this an innovation in this area may change the situation, for instance as must have been the case in moving away from unfractionated heparin many years ago."
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:13:18Z,2,raid_ae,Mental health admissions via ED,inpatient admission avoidance,Hospital activity ameanable to psychiatric liaison and community psychiatry,0,61,0,61,,Policy change and investment so there is somewhere better for them to go.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:44:48Z,2,consultant_to_consultant_referrals-child_non-surgical,Consultant to consultant referrals (child surgical),outpatient attendance avoidance,Planned paediatric activity,0,62,0,62,"With increasing sub specialisation and increasing tendency for referral to a service to be taken as to do a test and declare if it is normal or not I think this is likely to increase.
","
Reversal of trend towards specialisation,
Increased tolerance of risk and delay"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:13:33Z,2,smoking,Smoking related admissions,inpatient admission avoidance,Hospital activity amenable to public health interventions,0,62,0,62,,Effective investment in smoking cessation.  Over 20 years this could be markedly reduced although the lag time means it can't be zero even with optimal interventions from tomorrow.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:14:16Z,2,tele_conversion-child_non-surgical,Telephone appointments (child surgical),outpatient delivery mode,Planned paediatric activity,0,63,21,84,,
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:14:01Z,2,tele_conversion-adult_non-surgical,Telephone appointments (adult surgical),outpatient delivery mode,Planned surgical activity (adult),0,64,20,84,,
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:48:32Z,2,enhanced_recovery_knee,Enhanced recovery (knee surgery),length of stay reduction,Planned surgical activity (adult),0,65,20,85,Lack of availability of post op recovery - eg physio provision as in answer for hip,well developed virtual monitoring and support with easy re-escalation.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:05:05Z,2,frequent_attender-adult_walk-in,Frequent attenders (adult walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,65,0,65,Targeted interventions are clearly not being deployed across England as the number is going up.  I can't see anything that is going to change that.,"MDT approach including social care and system wide response
"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:45:09Z,2,consultant_to_consultant_referrals-child_surgical,Consultant to consultant referrals (child non-surgical),outpatient attendance avoidance,Planned paediatric activity,0,66,0,66,With increasing sub specialisation and increasing tendency for referral to a service to be taken as to do a test and declare if it is normal or not I think this is likely to increase.,"Reversal of trend towards specialisation,
Increased tolerance of risk and delay"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:12:42Z,2,medicines_related_admissions_implicit_nsaids,Medicines related admissions (implicit - NSAIDS),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,66,0,66,increased fragmentation of assessment and prescribing multiple practitioners each using different assessment tools and lack of information sharing.,"Public education, better medication reviews, other medications or procedures becoming available"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:14:33Z,2,zero_los_no_procedure-child,Admission with no overnight stay and no procedure (children),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,66,0,66,This is more often appropriate care in children although unclear why this is risking ,"willingness to tolerate risk or readmission,
senior decision maker making initial decision
Alternative options for effective remote monitoring
Good transport"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:56:51Z,2,falls_related_admissions,Falls related admissions,inpatient admission avoidance,Hospital activity amenable to public health interventions,0,67,0,67," breakdown in social/community support. 
This seems likely to me to go up, not down.",Effective community and public health interventions
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:07:39Z,2,left_before_treatment-child_walk-in,Patients who leave before being seen (child walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,68,15,83,,Effective flow so treatment does not provide the opportunity to 'not wait'
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:11:26Z,2,medicines_related_admissions_implicit_anti_diabetics,Medicines related admissions (implicit - anti-diabetics),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,69,22,91,"increased fragmentation of assessment and prescribing multiple practitioners each using different assessment tools and lack of information sharing.
","Good information sharing, coded data, AI tools,  clear evidence based decision making"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:28:36Z,2,ambulatory_care_conditions_acute,Ambulatory care sensitive admissions (acute conditions),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,70,0,70,They are strongly rising for a decade. What evidence is there to expect any decrease?,"Well resourced highly effective public health, primary care and community services."
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:41:21Z,2,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,length of stay reduction,Planned surgical activity (adult),0,70,0,70,I don't understand why this would be expected to decrease when it is policy to increase this % and the quoted evidence even in this elicitation exercise is in favour of that.,Policy change towards admission.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:47:11Z,2,enhanced_recovery_breast,Enhanced recovery (breast surgery),length of stay reduction,Planned surgical activity (adult),0,70,20,90,,well developed virtual monitoring and support with easy re-escalation.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:49:06Z,2,enhanced_recovery_rectum,Enhanced recovery (rectal surgery),length of stay reduction,Planned surgical activity (adult),0,70,10,80,,well developed virtual monitoring and support with easy re-escalation.
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:05:44Z,2,frequent_attender-child_ambulance,Frequent attenders (child ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,70,0,70,"Targeted interventions are clearly not being deployed across England as the number is going up.  I can't see anything that is going to change that.
","MDT approach including social care and system wide response

Policy change to non conveyance"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:47:13Z,2,enhanced_recovery_colectomy,Enhanced recovery (colectomy),length of stay reduction,Planned surgical activity (adult),0,73,7,80,,Well developed remote monitoring and routes of re escalation
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:26:15Z,2,alcohol_wholly_attributable,Alcohol related admissions (wholly attributable),inpatient admission avoidance,Hospital activity amenable to public health interventions,0,75,0,75,,"generational shift in attitudes to alcohol 
social policy and public health"
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:29:21Z,2,ambulatory_care_conditions_chronic,Ambulatory care sensitive admissions (chronic conditions),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,75,0,75,,
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T15:50:50Z,2,evidence_based_interventions_ent,Interventions with limited evidence - ENT,inpatient admission avoidance,Planned surgical activity (adult),0,75,20,95,Evidence emerging of the effectiveness of the procedure!,Absolute prohibition on performing them
gsSTUkaSbXrQaWLg/2g5PXm7AAV1JVWluJipWg3KMdI=,e03,2023-10-30T16:07:12Z,2,left_before_treatment-adult_walk-in,Patients who leave before being seen (adult walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,78,0,78,,Effective rapid treatment without opportunity to not- wait
